video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"5KPVkHqfNC0","네 개의 별, 과정의 결실을 맺으며 | WORLDS 2023 EP.4 FINALS","2023-12-12T11:00:10Z","UCJprx3bX49vNl6Bcw01Cwfg","T1","20","23.14.12","leagueoflegends|lck|lolesports|lol|페이커|faker|이상혁|제우스|최우제|t1 zeus|hide on bush|skt|오너|문현준|t1 oner|구마유시|이민형|gumayusi|케리아|류민석|t1 keria|skt t1|ㅅ1|vpdlzj|t1|티원|대환장파티|라커룸|히든트랙|매드무비|롤 강의|t1 개인방송|t1 스트리밍|the locker room|롤챔스|롤챔스 서머|롤챔스 스프링|lck 결승|롤챔스 결승|롤드컵|worlds|lol worids|롤드컵 4강|롤드컵 결승|samsung odyssey|삼성 오디세이|오딧세이|dheltpdl|redbull|레드불|fpemqnf|배준식|울프|이재완|운타라|박의진|티모|스카이|김하늘|티스코드|t1scord|오프더레코드|voice comms t1|gen|drx|kt|dk|lsb|ns|kdf|bro|vs|worlds2023","887072","31914","0","2001","https://i.ytimg.com/vi/5KPVkHqfNC0/default.jpg","False","False","⭐⭐⭐⭐긴 기다림의 우승이 찾아왔습니다.새로운 시작을 알리는 우승의 순간을 함께 하시죠!#T1 #T1WIN #WORLDS202300:00 2023 롤드컵 결승00:32 경기장 도착02:24 백스테이지 04:30 장비 세팅06:30 밴픽 회의08:22 경기 준비09:19 T1 vs WBG 1경기13:08 T1 vs WBG 2경기17:17 T1 vs WBG 3경기20:35 우승의 순간23:10 우승 비하인드▶️12% OFF only for T1! Enter your favorite T1 player's name for coupon codes!SteelSeries Official Site : https://tiny.one/t1steelseriesDiscount code : FAKER KERIA ONER ZEUS GUMAYUSI ▶️OP.GG Desktop App : https://opgg.at/t1 ▶️Subscribe and support us:https://www.youtube.com/user/SKTTeam1st/?sub_confirmation=1▶️Join T1 Membership:https://t1.fanFollow T1 pages:▶️Official Website : https://t1.gg▶️Official Twitter : https://twitter.com/T1LoL▶️Official Facebook : https://www.facebook.com/T1LoL▶️Official Youtube : https://www.youtube.com/user/SKTTeam1st▶️Official Instagram : https://www.instagram.com/T1LoL▶️Official Weibo: http://www.weibo.com/SKTT1LOL▶️Official Shop : https://t1.gg/shop"
"tk0JD3Izb6A","(PL 16R) 토트넘 홋스퍼 4-1 뉴캐슬 유나이티드 // 2분 하이라이트 (현지해설)","2023-12-10T23:06:26Z","UCEg25rdRZXg32iwai6N6l0w","Tottenham Hotspur","17","23.14.12","Spurs|Tottenham Hotspur|토트넘|손흥민","1342645","13557","0","1329","https://i.ytimg.com/vi/tk0JD3Izb6A/default.jpg","False","False","*2분 하이라이트*토트넘 홋스퍼가 23-24 시즌 16라운드 뉴캐슬 유나이티드 홈 경기에서 상쾌한 4-1 대승을 거두었습니다!#토트넘 #COYS #EPL스퍼스플레이에서 다양한 컨텐츠를 확인해보세요! ► https://bit.ly/3a9klBi 토트넘 홋스퍼 공식 계정을 팔로우하세요!Instagram: https://www.instagram.com/spursofficial/Twitch: https://www.twitch.tv/tottenhamhotspur/TikTok: https://www.tiktok.com/@spursofficialTwitter: https://twitter.com/Spurs_KRFacebook: https://www.facebook.com/TottenhamHotspur/스퍼스 공식 앱 주소: https://www.tottenhamhotspur.com/spurs-official-app/"
"W40REQBKK3g","Unleash The Force of Nature With Town Hall 16! Clash of Clans Animation","2023-12-13T13:00:24Z","UCD1Em4q90ZUK2R5HKesszJg","Clash of Clans","20","23.14.12","clash of clans|COC|Clash of Clans Gameplay|Clash of Clans Strategy|Clash of Clans Animation|Clash of Clans Commercial|Clash of Clans Attacks|Clash of Clans Town Hall|Hog Rider|PEKKA|Clan Wars|season challenges|clan war leagues|clash on|clan game|clan games|clash-a-rama|clasharama|root rider|town hall 16|th16|clash of clans new update|coc animation","3096795","103251","0","3603","https://i.ytimg.com/vi/W40REQBKK3g/default.jpg","False","False","Deliver untold destruction with the new Hero Equipment, a brand new way to customize your Heroes' abilities. Storm your enemies' bastions with Root Rider, a new Troop who demolishes Walls, but don't overlook Spirit Fox. This secretive new Hero Pet renders your Heroes invisible. Nature has never been so devastating!Follow us on our Socials!Twitter ► https://twitter.com/ClashofClans/Instagram ► https://www.instagram.com/clashofclans Facebook ► https://www.facebook.com/ClashofClans TikTok ► https://www.tiktok.com/@clashofclansAttack. Defend. Strategize. Download for free for mobile devices. http://supr.cl/ThisArmyFrom rage-­filled Barbarians with glorious mustaches to pyromaniac wizards, raise your own army and lead your clan to victory! Build your village to fend off raiders, battle against millions of players worldwide, and forge a powerful clan with others to destroy enemy clans.PLEASE NOTE! Clash of Clans is free to download and play, however some game items can also be purchased for real money Also, under our Terms of Service and Privacy Policy, you must be at least 13 years of age to play or download Clash of Clans.A network connection is also required.FEATURES- Build your village into an unbeatable fortress - Raise your own army of Barbarians, Archers, Hog Riders, Wizards, Dragons and other mighty fighters- Battle with players worldwide and take their Trophies- Join together with other players to form the ultimate Clan- Fight against rival Clans in epic Clan Wars - Build 18 unique units with multiple levels of upgrades- Discover your favorite attacking army from countless combinations of troops, spells, Heroes and Clan reinforcements - Defend your village with a multitude of Cannons, Towers, Mortars, Bombs, Traps and Walls- Fight against the Goblin King in a campaign through the realmChief, are you having problems? Visit https://help.supercellsupport.com/clash-of-clans/en/Privacy Policy:https://supercell.com/en/privacy-policy/Terms of Service:https://supercell.com/en/terms-of-service/Parent’s Guide:https://supercell.com/en/parents/#clashofclans #townhall16 #th16"
"KqcqybwxdRM","[#습콕📌] 동건과 로아의 웃음 넘치는 소중한 하루 #미운우리새끼 #MyLittleOldBoy #SBSenter","2023-12-11T03:00:09Z","UCmjNKt6kITwaZTqvWuaSPLg","SBS Entertainment","24","23.14.12","sbs|sbs예능|sbs예능다시보기|미운우리새끼|미우새|미우새다시보기|신동엽|서장훈|이동건|이동건 이혼|이동건 딸|이동건 로아|이동건 조윤희|육아|20231211","1552192","9943","0","0","https://i.ytimg.com/vi/KqcqybwxdRM/default.jpg","True","False","#이동건 #이로아▶ Homepage : https://www.sbs.co.kr/tv/enter▶ Subscribe SBS Entertainment : https://bit.ly/2SpOhMCCopyright Ⓒ SBS. All rights reserved. 무단 전재, 재배포 및 AI학습 이용 금지"
"KyzxaVHK2gM","[#무한도전] 회의하라고 모아놨더니 서로 물어뜯기만 하는 💦무도 대기실 모음집💦 | 무한도전⏱오분순삭 MBC090516방송","2023-12-12T08:30:06Z","UC9idb-NIhZrI6wkPesc3MUg","오분순삭","24","23.14.12","오분순삭|무한도전|무도레전드|유재석|정준하|박명수|정형돈|하하|노홍철|길|전진|광희|조세호|양세형|김태호|5분순삭|ㅁㅎㄷㅈ|바보형|겨울|내복|온돌|장판|사우나|목욕탕|아버지|저질|변태|보일러|cf|회의|회의실|대기실|싸움|시비|막말|맞짱|현피|염천교|몽키|몽키스패너|은퇴","241084","2043","0","188","https://i.ytimg.com/vi/KyzxaVHK2gM/default.jpg","False","False","*무한도전 다시 보기 #오분순삭 #무한도전✔ WAVVE : https://www.wavve.com/player/vod?programid=M_T72108G&page=1✔ iMBC : http://playvod.imbc.com/Vod/VodPlay?broadcastId=1000786100000100000✔ 카카오페이지(2006년~2015년) : https://page.kakao.com/home?seriesId=52717733(2015년~2018년) : https://page.kakao.com/home?seriesId=51222860✔ 네이버시리즈 (pc) : https://series.naver.com/broadcasting/detail.nhn?productNo=442717(moblie) : https://series.naver.com/broadcasting/detail.nhn?productNo=515199✔ 왓챠플레이 : https://play.watcha.net/search?q=%EB%AC%B4%ED%95%9C%EB%8F%84%EC%A0%84 ✔ 곰TV : http://www.gomtv.com/622537"
"JhIM3sEA7kY","김장했는데 수육을 안 먹으면 반칙이죠..(장모님과 막걸리 한잔)","2023-12-13T09:10:37Z","UCF8W68PS2Ltz17lTDSptDvg","천뚱TV","24","23.14.12","수육|마늘수육|김장|먹방|막걸리|장모님과사위","264253","8242","0","317","https://i.ytimg.com/vi/JhIM3sEA7kY/default.jpg","False","False",""
"XusgSwdqLFw","겨울이면 '돔'보다 맛있어지는 미친 가성비 생선회","2023-12-12T10:00:18Z","UCY2uWQDCzn_ZE-JpTfDRR2A","입질의추억TV jiminTV","24","23.14.12","입질의추억|수산물|생선회|숭어|참숭어|가숭어|밀치|보리숭어|가성비생선회|겨울생선회|수산시장|자연산숭어","568904","6118","0","771","https://i.ytimg.com/vi/XusgSwdqLFw/default.jpg","False","False","#설숭어 #숭어회 #부안상설시장※ 이 영상은 '부안군문화재단'의 지원으로 제작되었습니다.12~1월에 가장 맛이 좋아지는 생선회가 있습니다. 4만원이면 4~5명이 푸짐하게 먹을 수 있으면서도 맛까지 뛰어나 생선회 마니아들은 이 시기를 놓치지 않지요. 입질의추억TV를 구독(무료)하는 것은 사랑입니다~♥ '좋아요와 알림설정도' 부탁드려요! ^^- 총괄 및 기획 : 김지민, 조정연- 촬영 및 가편집 : 조정연, 김지민- 영상 편집 : 김보란00:00 인트로00:17 초겨울의 시장 풍경 01:06 인사와 오늘의 주제01:36 부안상설시장 탐방하기03:20 오늘의 주제 발견 & 가격03:47 가숭어와 숭어 차이04:19 사람들이 몰린 이유는?05:04 귀한 떡굴 발견05:52 설숭어 구입 & 손질06:43 포차 소개07:29 초장집에서 설숭어회 & 떡굴 맛보기11:16 물메기탕 시가로 주문해 먹기11:47 설숭어 먹는 법입질의 추억의 Shorts ↓↓↓https://www.youtube.com/playlist?list=PLd4fUtz0QVASK299dTIuT1MQj5CRncq3k입질의 추억의 어류, 생선 ↓↓↓https://www.youtube.com/playlist?list=PLd4fUtz0QVASvLY7_3uYcW2ZwrQBDIWCv입질의 추억의 갑각류, 해산물 ↓↓↓https://www.youtube.com/playlist?list=PLd4fUtz0QVAR_kVXWGfLQpqE67mJcG5QK입질의 해산로드 ↓↓↓https://www.youtube.com/playlist?list=PLd4fUtz0QVAQqNWChsgFmz3Er8rI0fW0q입질의 추억의 푸드 트럭, 과연 먹을만 할까? ↓↓↓https://www.youtube.com/playlist?list=PLd4fUtz0QVARwsmaFligp-UhWAHZtjN3o입질의 추억의 수산시장 탐방 ↓↓↓https://www.youtube.com/playlist?list=PLd4fUtz0QVAQHxDjV_quwK95IHFTZmwa-입질의 추억의 월별 제철 수산물 ↓↓↓https://youtube.com/playlist?list=PLd4fUtz0QVARnMBQdHu-gXWJje7bydhoF&si=3sX6nnCyoVjIHNcj입질의 추억의 기생충 이야기 ↓↓↓https://www.youtube.com/playlist?list=PLd4fUtz0QVATWhwAmbsl2j-Ar0BLKqTiq입질의 추억의 낚시 ↓↓↓https://www.youtube.com/playlist?list=PLd4fUtz0QVASGVPnYom-uOcmKeuOGCbE1입질의 추억의 V-Log ↓↓↓https://www.youtube.com/playlist?list=PLd4fUtz0QVARYm-f4KqxAQaYycLvTRrA3비즈니스 문의 : fishingman@tmcentkorea.co.kr입질의추억 유튜브 구독하기 : https://www.youtube.com/입질의추억tv입질의 추억 티스토리 블로그 : https://slds2.tistory.com입질의 추억 네이버 블로그 : https://blog.naver.com/slds2입질의 추억 페이스북 : https://www.facebook.com/slds22입질의 추억 인스타그램 : https://www.instagram.com/slds3"
"KvbtiK0C5x8","“허수판독기 재밌던데요” 롤드컵 4관왕 페이커 선수가 미미미누 채널에 찾아오셨습니다","2023-12-13T08:03:20Z","UCyNHdF4hMxHUFSsPbY24p6A","미미미누","27","23.14.12","미미미누|미미미누 강의|미미미누 발표|미미미누 성대모사|미미미누 리뷰|미미미누 썰|미미미누 모의고사|현역|재수|삼수|줌독서실|헬스터디|N수의신|길거리수학챌린지|길수챌|N수|올어바웃입시|윤도영|모의고사 리뷰|수능","1032421","31535","0","1947","https://i.ytimg.com/vi/KvbtiK0C5x8/default.jpg","False","False","============================================================[ifland x 페이커 x 미미미누]- '페이커를 웃겨라!' 승패가 궁금 하다면 자세한 내용은 영상을 확인하세요! 👀Build your if life! 너와 내가 만나는 메타버스 서비스 ifland!문제의 수에 맞춰 ✨총 5,000 스톤을✨ ifland가 쏜다! 😘❗️스톤 받는 방법❗️① 미미미누 이프홈에 접속한다② 방명록을 남긴다③ 끗④ 이프홈을 즐기며 기다린다기간 : 2023년 12월 13일 (수) ~ 12월 31일 (일)당첨자 발표 : 2024년 1월 5일 (금) / 개별 ifland DM 발송 ! (꼭! 메세지함을 확인해주세요!!)[미미미누 이프홈 놀러가기!] : https://link.ifland.ai/ioa9영상에 나온 ifland 방탈출이 궁금하다면 👇이 채널로 놀러와[[ifland 방탈출 놀러가기!] : https://link.ifland.ai/qZfF============================================================📡 미미미누 트위치 라이브: http://twitch.tv/ks8553v📺 방송 풀버전 채널: https://www.youtube.com/@mi5nu✅인스타그램 :@mimi__minu✅페이스북: /kimminwoo6💬네이버 팬카페: https://cafe.naver.com/mimiminu📪 채널 협업 문의: ad@overlaps.studio❓ 채널 기타 문의: https://open.kakao.com/o/s6zha9Ce"
"1SNMhaHq0kg","오늘은 안테나가 부러진 날로 기억될 것입니다.","2023-12-10T08:00:00Z","UCN5XdqTDRbyjXPF5NXUqWdA","요정재형","24","23.14.12","정재형|요정재형|요정|페어리|강민경|걍밍경|유재석|뜬뜬|뚠뚠|이미주|미주|런닝맨|이적|다행이다|안테나뮤직|안테나|유희열|이효리|해듬이|강아지|반려견|반려인|해듬|시각장애인|시각장애인 안내견|안내견|안내견학교|삼성화재 안내견학교|피아노|피아노 연주|정재형 피아노|무한도전|무한도전 정재형|순정마초|무한도전 순정마초|정재형 순정마초|애견인|파리지앵|프랑스어|화분|정원|가드닝|베란다 가드닝|리트리버|래브라도 리트리버|엄정화|이상순|성시경|running|식물|식집사|식물 키우기|베란다 정원|정원 꾸미기|이효리 이상순|이상순 카페|롱플레이|제주도 이상순|제주도 이효리|루시드폴|페퍼톤스|페퍼톤스 라이브|이장원 배다해|동상이몽 이장원|동상이몽|이효리 쌩얼|다시여기바닷가|이상순 다시여기바닷가","1113890","16987","0","1028","https://i.ytimg.com/vi/1SNMhaHq0kg/default.jpg","False","False","망했다ㅡㅡㅡ우리 꼬요들을 위해 준비한 깜짝 선물🎁다가오는 연말 파티 준비는 마켓컬리와 함께해 보세요 🙌💜#마켓컬리 #컬리 #연말파티[요정재형 x 마켓컬리 SPECIAL BENEFIT]마켓컬리 15% 시크릿 쿠폰💜- 쿠폰등록 : https://we.kurly.com/fairyjaehyungcoupon (선착순 1만명)- 쿠폰코드 : 마켓컬리요정재형- 사용기간 : 12/10(일) 17:00 - 12/19(화) 23:59- 등록방법 : 컬리 앱/웹 - 마이컬리 - 쿠폰 - 쿠폰 등록 - 쿠폰코드 입력- 쿠폰대상 : [홀리데이 파티] 기획전 상품 5만원 이상 구매 시 15% 할인 (최대 2만 원)ㄴ 단, 기획전 카테고리 중 「주류,트리데코소품,테이블웨어,바카라」 등 일부 상품 불가ㄴ 당사 사정에 따라 상품 정보가 변경되거나 쿠폰 발급이 조기 종료 될 수 있습니다.👉 레시피 속 제품 보기 https://we.kurly.com/fairyjaehyungpick👉 연말파티 준비하기   https://we.kurly.com/kurlyholidaypartyㅡㅡㅡ00:00 하이라이트01:08 오프닝05:04 (1부) 돌아이들 입장😘34:58 효리 입장💕38:34 (2부) 스몰토크&스몰뮤직49:38 엔딩"
"rjvuAkPg5GE","어떻게 이 난리통에서 잘 수가 있지?🤷‍♂️ | 이불 속은 위험해 | NCT DREAM Stay Away From the Blanket EP.2","2023-12-12T13:00:41Z","UCXURHJRGr4-EB3l87kcbElw","NCT DREAM","10","23.14.12","[none]","453746","55015","0","1204","https://i.ytimg.com/vi/rjvuAkPg5GE/default.jpg","False","False","#NCTDREAM #이불속은위험해#StayAwayFromtheBlanketNCT DREAM Officialhttps://www.youtube.com/nctdreamhttps://www.instagram.com/nct_dreamhttps://www.tiktok.com/@official_ncthttps://twitter.com/NCTsmtown_DREAMhttps://www.facebook.com/NCTDREAM.smtownhttps://twitter.com/NCT_OFFICIAL_JP"
"nxhzts35afo","피식대학, 이경규에게 가장 망할 것 같은 방송국을 묻다. l 예능대부 갓경규 EP.21","2023-12-13T10:00:40Z","UCvRdxQlYfr64KC9CNGBn9JA","르크크 이경규","24","23.14.12","피식대학|이경규|갓경규|토크|해외|정재형|김민수|이용주|메타코미디|피식쇼|나락퀴즈쇼|나락퀴즈|찐경규|경상도|호소인|메이드인경상도|르크크","151310","3963","0","260","https://i.ytimg.com/vi/nxhzts35afo/default.jpg","False","False","#피식대학 #이경규 #예능대부갓경규 👑예능대부 갓경규👑 구독 & 좋아요 & 알림설정 필수!🌟공식 인스타그램🌟 / _lkk_official_  💌비즈니스 문의💌adgbusiness@adgcompany.co.kr"
"hvC-BKaJC5k","1득점 2어시 평점 9.5 미친 경기!! 손흥민 인생 경기에 터진 팬들 반응!! BBC: 손흥민 막을 방법이 없습니다!! 해외반응 외신소식","2023-12-10T19:01:23Z","UCt7dVdo5A1LkUwqzVZqQWag","놀라운논란 MrNolan","17","23.14.12","[none]","441078","12909","0","337","https://i.ytimg.com/vi/hvC-BKaJC5k/default.jpg","False","False","놀라운 논란 미스터 놀란 채널에 가입하여 혜택을 누려보세요!!링크: https://www.youtube.com/channel/UCt7dVdo5A1LkUwqzVZqQWag/join#손흥민 #해외반응 #토트넘한국 축구 팬들에게 외신 소식 전달해드리는 미스터 놀란입니다.구독과 좋아요, 댓글은 제작에 큰 힘이 됩니다. 감사합니다!"
